@relation Unknown

@attribute LVFAILURE {TRUE,FALSE}
@attribute HISTORY {TRUE,FALSE}
@attribute HYPOVOLEMIA {TRUE,FALSE}
@attribute LVEDVOLUME {LOW,NORMAL,HIGH}
@attribute CVP {LOW,NORMAL,HIGH}
@attribute PCWP {LOW,NORMAL,HIGH}
@attribute STROKEVOLUME {LOW,NORMAL,HIGH}
@attribute ERRLOWOUTPUT {TRUE,FALSE}
@attribute INTUBATION {NORMAL,ESOPHAGEAL,ONESIDED}
@attribute KINKEDTUBE {TRUE,FALSE}
@attribute DISCONNECT {TRUE,FALSE}
@attribute MINVOLSET {LOW,NORMAL,HIGH}
@attribute VENTMACH {ZERO,LOW,NORMAL,HIGH}
@attribute VENTTUBE {ZERO,LOW,NORMAL,HIGH}
@attribute VENTLUNG {ZERO,LOW,NORMAL,HIGH}
@attribute VENTALV {ZERO,LOW,NORMAL,HIGH}
@attribute ARTCO2 {LOW,NORMAL,HIGH}
@attribute INSUFFANESTH {TRUE,FALSE}
@attribute FIO2 {LOW,NORMAL}
@attribute PVSAT {LOW,NORMAL,HIGH}
@attribute PULMEMBOLUS {TRUE,FALSE}
@attribute SHUNT {NORMAL,HIGH}
@attribute SAO2 {LOW,NORMAL,HIGH}
@attribute ANAPHYLAXIS {TRUE,FALSE}
@attribute TPR {LOW,NORMAL,HIGH}
@attribute CATECHOL {NORMAL,HIGH}
@attribute HR {LOW,NORMAL,HIGH}
@attribute HRBP {LOW,NORMAL,HIGH}
@attribute ERRCAUTER {TRUE,FALSE}
@attribute HREKG {LOW,NORMAL,HIGH}
@attribute HRSAT {LOW,NORMAL,HIGH}
@attribute EXPCO2 {ZERO,LOW,NORMAL,HIGH}
@attribute MINVOL {ZERO,LOW,NORMAL,HIGH}
@attribute PAP {LOW,NORMAL,HIGH}
@attribute PRESS {ZERO,LOW,NORMAL,HIGH}
@attribute CO {LOW,NORMAL,HIGH}
@attribute BP {LOW,NORMAL,HIGH}

@data
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,HIGH,FALSE,NORMAL,FALSE,TRUE,NORMAL,NORMAL,ZERO,LOW,HIGH,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,NORMAL,HIGH,LOW,HIGH,HIGH,HIGH
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,LOW,HIGH,HIGH,HIGH,FALSE,HIGH,LOW,LOW,ZERO,NORMAL,NORMAL,HIGH,LOW
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,HIGH,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,ZERO,ZERO,NORMAL,LOW,HIGH,HIGH
FALSE,FALSE,FALSE,NORMAL,HIGH,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,LOW,LOW,ZERO,LOW,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,HIGH,NORMAL,LOW,LOW,FALSE,NORMAL,LOW,LOW,HIGH,NORMAL,HIGH,LOW,LOW
FALSE,FALSE,TRUE,HIGH,NORMAL,HIGH,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,HIGH,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,HIGH
FALSE,FALSE,TRUE,HIGH,LOW,HIGH,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,HIGH
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,HIGH,HIGH,TRUE,NORMAL,NORMAL,LOW,ZERO,NORMAL,NORMAL,HIGH,HIGH
FALSE,FALSE,FALSE,LOW,NORMAL,LOW,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,ZERO,HIGH,HIGH
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,TRUE,NORMAL,FALSE,TRUE,NORMAL,NORMAL,ZERO,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,HIGH,NORMAL,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,HIGH
FALSE,FALSE,TRUE,HIGH,HIGH,HIGH,LOW,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,HIGH,NORMAL,NORMAL,LOW,FALSE,LOW,LOW,ZERO,ZERO,NORMAL,HIGH,LOW,NORMAL
FALSE,FALSE,FALSE,NORMAL,LOW,NORMAL,HIGH,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,LOW,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,NORMAL,LOW
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,HIGH,HIGH,HIGH,LOW,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,NORMAL,LOW,FALSE,LOW,LOW,LOW,HIGH,NORMAL,NORMAL,NORMAL,NORMAL
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,LOW,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,HIGH,HIGH,HIGH,NORMAL
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,ZERO,ZERO,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,LOW,HIGH,HIGH,NORMAL
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,TRUE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,LOW,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,NORMAL,HIGH,LOW
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,LOW,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,LOW,LOW
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,HIGH,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,LOW,HIGH,HIGH
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,NORMAL,NORMAL,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,HIGH,NORMAL,NORMAL,LOW,TRUE,HIGH,NORMAL,LOW,ZERO,NORMAL,HIGH,NORMAL,NORMAL
TRUE,TRUE,FALSE,LOW,LOW,LOW,LOW,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,TRUE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,LOW,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,LOW,LOW,NORMAL,LOW
FALSE,FALSE,FALSE,HIGH,HIGH,HIGH,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,LOW,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,NORMAL
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,LOW,HIGH,HIGH,HIGH,FALSE,NORMAL,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,NORMAL
FALSE,FALSE,TRUE,HIGH,NORMAL,HIGH,LOW,FALSE,NORMAL,FALSE,FALSE,LOW,ZERO,ZERO,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,NORMAL,NORMAL
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,HIGH
FALSE,FALSE,TRUE,HIGH,HIGH,HIGH,LOW,FALSE,ESOPHAGEAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,LOW,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,FALSE,LOW,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,LOW,NORMAL,NORMAL,LOW,LOW
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,HIGH,LOW,HIGH,TRUE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,HIGH,LOW,NORMAL,HIGH,HIGH,HIGH
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,LOW,TRUE,HIGH,LOW,FALSE,HIGH,NORMAL,NORMAL,LOW,FALSE,LOW,LOW,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,TRUE,ONESIDED,FALSE,FALSE,NORMAL,ZERO,ZERO,ZERO,NORMAL,NORMAL,FALSE,NORMAL,LOW,FALSE,HIGH,LOW,FALSE,NORMAL,HIGH,HIGH,NORMAL,FALSE,HIGH,HIGH,LOW,NORMAL,NORMAL,LOW,HIGH,HIGH
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,FALSE,LOW,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,LOW
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,LOW,HIGH,HIGH,HIGH
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,TRUE,NORMAL,NORMAL,ZERO,LOW,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,LOW,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,HIGH,NORMAL,HIGH,HIGH,LOW
TRUE,TRUE,FALSE,LOW,LOW,LOW,LOW,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,LOW,NORMAL,LOW,LOW
FALSE,FALSE,FALSE,HIGH,HIGH,HIGH,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,HIGH,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,LOW,HIGH,HIGH
FALSE,FALSE,TRUE,HIGH,HIGH,HIGH,LOW,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,TRUE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,LOW,LOW,LOW
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,NORMAL,NORMAL,NORMAL,TRUE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,NORMAL,LOW,NORMAL,HIGH,HIGH,HIGH
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,TRUE,NORMAL,NORMAL,ZERO,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,NORMAL
FALSE,FALSE,FALSE,NORMAL,NORMAL,LOW,NORMAL,TRUE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,LOW,HIGH,HIGH,NORMAL,TRUE,NORMAL,NORMAL,LOW,ZERO,NORMAL,HIGH,HIGH,LOW
FALSE,FALSE,FALSE,NORMAL,LOW,NORMAL,LOW,FALSE,NORMAL,FALSE,FALSE,LOW,LOW,ZERO,LOW,HIGH,LOW,TRUE,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,HIGH,NORMAL,NORMAL,LOW,FALSE,LOW,LOW,LOW,HIGH,NORMAL,HIGH,LOW,NORMAL
FALSE,FALSE,TRUE,HIGH,HIGH,HIGH,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,ZERO,ZERO,LOW,HIGH,LOW,TRUE,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH
FALSE,FALSE,FALSE,NORMAL,LOW,NORMAL,NORMAL,FALSE,NORMAL,FALSE,TRUE,NORMAL,NORMAL,ZERO,LOW,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,HIGH,LOW,FALSE,HIGH,HIGH,HIGH,HIGH,TRUE,NORMAL,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH
FALSE,FALSE,FALSE,NORMAL,HIGH,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,HIGH,HIGH,HIGH,HIGH,TRUE,NORMAL,NORMAL,LOW,ZERO,NORMAL,NORMAL,HIGH,HIGH
TRUE,FALSE,FALSE,LOW,LOW,LOW,LOW,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,HIGH,LOW,FALSE,LOW,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,LOW,LOW
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,HIGH,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,NORMAL,HIGH,HIGH
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,ESOPHAGEAL,FALSE,FALSE,NORMAL,ZERO,ZERO,ZERO,LOW,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,HIGH,NORMAL,NORMAL,LOW,FALSE,LOW,LOW,LOW,LOW,NORMAL,ZERO,NORMAL,HIGH
FALSE,FALSE,FALSE,NORMAL,NORMAL,LOW,NORMAL,FALSE,NORMAL,FALSE,FALSE,LOW,LOW,ZERO,ZERO,ZERO,HIGH,TRUE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,LOW,HIGH,NORMAL,LOW,FALSE,LOW,LOW,LOW,ZERO,NORMAL,HIGH,NORMAL,LOW
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,LOW,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,LOW,HIGH,LOW
FALSE,FALSE,FALSE,NORMAL,LOW,NORMAL,NORMAL,TRUE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,HIGH,HIGH,HIGH,NORMAL,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,LOW,HIGH,HIGH
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,HIGH,HIGH,HIGH,LOW,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,HIGH,LOW,LOW,HIGH,NORMAL
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,TRUE,NORMAL,NORMAL,ZERO,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,NORMAL
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,ZERO,ZERO,LOW,HIGH,LOW,TRUE,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,ESOPHAGEAL,FALSE,FALSE,NORMAL,NORMAL,LOW,LOW,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,HIGH,HIGH,HIGH,HIGH,FALSE,HIGH,NORMAL,NORMAL,ZERO,HIGH,HIGH,HIGH,HIGH
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,TRUE,FALSE,NORMAL,HIGH,HIGH,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,HIGH,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,LOW,HIGH,HIGH
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,TRUE,NORMAL,NORMAL,ZERO,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,HIGH,HIGH,HIGH,HIGH,TRUE,NORMAL,NORMAL,LOW,ZERO,NORMAL,HIGH,HIGH,HIGH
FALSE,FALSE,FALSE,NORMAL,NORMAL,LOW,NORMAL,FALSE,ESOPHAGEAL,FALSE,FALSE,NORMAL,NORMAL,LOW,LOW,ZERO,HIGH,TRUE,LOW,LOW,FALSE,NORMAL,LOW,FALSE,LOW,HIGH,NORMAL,LOW,FALSE,LOW,LOW,NORMAL,ZERO,NORMAL,HIGH,NORMAL,LOW
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,HIGH,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,ZERO,HIGH,NORMAL,NORMAL,HIGH,HIGH
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,LOW,HIGH,HIGH,HIGH,TRUE,NORMAL,NORMAL,LOW,ZERO,NORMAL,LOW,HIGH,LOW
FALSE,FALSE,TRUE,HIGH,HIGH,HIGH,NORMAL,FALSE,NORMAL,TRUE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,HIGH
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,TRUE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,TRUE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,HIGH,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,ZERO,ZERO,NORMAL,LOW,HIGH,HIGH
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,TRUE,NORMAL,NORMAL,ZERO,LOW,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH
FALSE,FALSE,TRUE,HIGH,NORMAL,HIGH,LOW,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,NORMAL,FALSE,LOW,LOW,FALSE,NORMAL,LOW,FALSE,HIGH,NORMAL,NORMAL,LOW,FALSE,LOW,NORMAL,LOW,ZERO,NORMAL,NORMAL,LOW,NORMAL
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,HIGH,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,HIGH,HIGH
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,HIGH,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,LOW,HIGH,HIGH
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,TRUE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,LOW,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,NORMAL,HIGH,LOW
TRUE,TRUE,FALSE,LOW,LOW,LOW,LOW,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,ZERO,LOW,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,HIGH,HIGH,HIGH,HIGH,TRUE,NORMAL,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,TRUE,NORMAL,FALSE,FALSE,HIGH,HIGH,HIGH,LOW,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,HIGH,NORMAL,FALSE,HIGH,HIGH,LOW,HIGH,NORMAL,LOW,HIGH,HIGH
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,TRUE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,HIGH,NORMAL,FALSE,HIGH,HIGH,ZERO,ZERO,LOW,LOW,HIGH,HIGH
FALSE,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,ZERO,ZERO,LOW,HIGH,LOW,TRUE,NORMAL,HIGH,FALSE,HIGH,LOW,FALSE,HIGH,HIGH,NORMAL,LOW,FALSE,LOW,LOW,LOW,HIGH,NORMAL,HIGH,NORMAL,HIGH
FALSE,FALSE,FALSE,NORMAL,LOW,HIGH,LOW,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,FALSE,NORMAL,LOW,FALSE,NORMAL,LOW,FALSE,LOW,HIGH,HIGH,HIGH,FALSE,HIGH,HIGH,LOW,ZERO,NORMAL,HIGH,LOW,LOW
FALSE,FALSE,TRUE,HIGH,HIGH,HIGH,LOW,FALSE,ESOPHAGEAL,FALSE,TRUE,NORMAL,NORMAL,ZERO,NORMAL,HIGH,LOW,FALSE,NORMAL,NORMAL,FALSE,NORMAL,NORMAL,FALSE,HIGH,NORMAL,NORMAL,LOW,FALSE,LOW,LOW,NORMAL,ZERO,LOW,ZERO,LOW,NORMAL
